accuracy_per_full_test,PPV_per_full_test,NPV_per_full_test,accuracy_per_simple_test,PPV_per_simple_test,NPV_per_simple_test,total_simple_test,avg_simple_test_per_full_test,positive_simple,negative_simple,TP_simple,TN_simple,PT_span,PT_max_span,CF_span,PT_angle,CF_angle,drop_out_span
0.45,1,0.214285714285714,0.245901639344262,1,0.163636363636364,61,3.05,6,55,6,9,1,4,1.5,0.45,-0.3,0
0.4,1,0.142857142857143,0.180327868852459,1,0.0909090909090909,61,3.05,6,55,6,5,1,4,1.5,0.45,-0.25,0
0.4,1,0.142857142857143,0.180327868852459,1,0.0909090909090909,61,3.05,6,55,6,5,1,4,1.5,0.45,-0.2,0
0.35,1,0.0714285714285714,0.131147540983607,1,0.0363636363636364,61,3.05,6,55,6,2,1,4,1.5,0.45,-0.15,0
0.3,1,0,0.0983606557377049,1,0,61,3.05,6,55,6,0,1,4,1.5,0.45,-0.1,0
0.3,1,0,0.0983606557377049,1,0,61,3.05,6,55,6,0,1,4,1.5,0.45,-0.05,0
0.3,0.263157894736842,1,0.212121212121212,0.263157894736842,0.142857142857143,33,1.65,19,14,5,2,1,4,2,0.05,-0.45,0
0.55,0.526315789473684,1,0.363636363636364,0.526315789473684,0.142857142857143,33,1.65,19,14,10,2,1,4,2,0.05,-0.4,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2,0.05,-0.35,0
0.75,0.736842105263158,1,0.484848484848485,0.736842105263158,0.142857142857143,33,1.65,19,14,14,2,1,4,2,0.05,-0.3,0
0.85,0.842105263157895,1,0.545454545454545,0.842105263157895,0.142857142857143,33,1.65,19,14,16,2,1,4,2,0.05,-0.25,0
0.85,0.842105263157895,1,0.545454545454545,0.842105263157895,0.142857142857143,33,1.65,19,14,16,2,1,4,2,0.05,-0.2,0
0.85,0.842105263157895,1,0.545454545454545,0.842105263157895,0.142857142857143,33,1.65,19,14,16,2,1,4,2,0.05,-0.15,0
0.85,0.842105263157895,1,0.545454545454545,0.842105263157895,0.142857142857143,33,1.65,19,14,16,2,1,4,2,0.05,-0.1,0
0.85,0.842105263157895,1,0.545454545454545,0.842105263157895,0.142857142857143,33,1.65,19,14,16,2,1,4,2,0.05,-0.05,0
0.3,0.263157894736842,1,0.212121212121212,0.263157894736842,0.142857142857143,33,1.65,19,14,5,2,1,4,2,0.1,-0.45,0
0.55,0.526315789473684,1,0.363636363636364,0.526315789473684,0.142857142857143,33,1.65,19,14,10,2,1,4,2,0.1,-0.4,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2,0.1,-0.35,0
0.75,0.736842105263158,1,0.484848484848485,0.736842105263158,0.142857142857143,33,1.65,19,14,14,2,1,4,2,0.1,-0.3,0
0.85,0.842105263157895,1,0.545454545454545,0.842105263157895,0.142857142857143,33,1.65,19,14,16,2,1,4,2,0.1,-0.25,0
0.85,0.842105263157895,1,0.545454545454545,0.842105263157895,0.142857142857143,33,1.65,19,14,16,2,1,4,2,0.1,-0.2,0
0.85,0.842105263157895,1,0.545454545454545,0.842105263157895,0.142857142857143,33,1.65,19,14,16,2,1,4,2,0.1,-0.15,0
0.85,0.842105263157895,1,0.545454545454545,0.842105263157895,0.142857142857143,33,1.65,19,14,16,2,1,4,2,0.1,-0.1,0
0.85,0.842105263157895,1,0.545454545454545,0.842105263157895,0.142857142857143,33,1.65,19,14,16,2,1,4,2,0.1,-0.05,0
0.3,0.263157894736842,1,0.212121212121212,0.263157894736842,0.142857142857143,33,1.65,19,14,5,2,1,4,2,0.15,-0.45,0
0.55,0.526315789473684,1,0.363636363636364,0.526315789473684,0.142857142857143,33,1.65,19,14,10,2,1,4,2,0.15,-0.4,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2,0.15,-0.35,0
0.75,0.736842105263158,1,0.484848484848485,0.736842105263158,0.142857142857143,33,1.65,19,14,14,2,1,4,2,0.15,-0.3,0
0.85,0.842105263157895,1,0.545454545454545,0.842105263157895,0.142857142857143,33,1.65,19,14,16,2,1,4,2,0.15,-0.25,0
0.85,0.842105263157895,1,0.545454545454545,0.842105263157895,0.142857142857143,33,1.65,19,14,16,2,1,4,2,0.15,-0.2,0
0.85,0.842105263157895,1,0.545454545454545,0.842105263157895,0.142857142857143,33,1.65,19,14,16,2,1,4,2,0.15,-0.15,0
0.85,0.842105263157895,1,0.545454545454545,0.842105263157895,0.142857142857143,33,1.65,19,14,16,2,1,4,2,0.15,-0.1,0
0.85,0.842105263157895,1,0.545454545454545,0.842105263157895,0.142857142857143,33,1.65,19,14,16,2,1,4,2,0.15,-0.05,0
0.3,0.263157894736842,1,0.2,0.263157894736842,0.125,35,1.75,19,16,5,2,1,4,2,0.2,-0.45,0
0.55,0.526315789473684,1,0.342857142857143,0.526315789473684,0.125,35,1.75,19,16,10,2,1,4,2,0.2,-0.4,0
0.7,0.684210526315789,1,0.428571428571429,0.684210526315789,0.125,35,1.75,19,16,13,2,1,4,2,0.2,-0.35,0
0.75,0.736842105263158,1,0.457142857142857,0.736842105263158,0.125,35,1.75,19,16,14,2,1,4,2,0.2,-0.3,0
0.85,0.842105263157895,1,0.514285714285714,0.842105263157895,0.125,35,1.75,19,16,16,2,1,4,2,0.2,-0.25,0
0.85,0.842105263157895,1,0.514285714285714,0.842105263157895,0.125,35,1.75,19,16,16,2,1,4,2,0.2,-0.2,0
0.85,0.842105263157895,1,0.514285714285714,0.842105263157895,0.125,35,1.75,19,16,16,2,1,4,2,0.2,-0.15,0
0.85,0.842105263157895,1,0.514285714285714,0.842105263157895,0.125,35,1.75,19,16,16,2,1,4,2,0.2,-0.1,0
0.85,0.842105263157895,1,0.514285714285714,0.842105263157895,0.125,35,1.75,19,16,16,2,1,4,2,0.2,-0.05,0
0.3,0.263157894736842,1,0.194444444444444,0.263157894736842,0.117647058823529,36,1.8,19,17,5,2,1,4,2,0.25,-0.45,0
0.55,0.526315789473684,1,0.333333333333333,0.526315789473684,0.117647058823529,36,1.8,19,17,10,2,1,4,2,0.25,-0.4,0
0.7,0.684210526315789,1,0.416666666666667,0.684210526315789,0.117647058823529,36,1.8,19,17,13,2,1,4,2,0.25,-0.35,0
0.75,0.736842105263158,1,0.444444444444444,0.736842105263158,0.117647058823529,36,1.8,19,17,14,2,1,4,2,0.25,-0.3,0
0.85,0.842105263157895,1,0.5,0.842105263157895,0.117647058823529,36,1.8,19,17,16,2,1,4,2,0.25,-0.25,0
0.85,0.842105263157895,1,0.5,0.842105263157895,0.117647058823529,36,1.8,19,17,16,2,1,4,2,0.25,-0.2,0
0.85,0.842105263157895,1,0.5,0.842105263157895,0.117647058823529,36,1.8,19,17,16,2,1,4,2,0.25,-0.15,0
0.85,0.842105263157895,1,0.5,0.842105263157895,0.117647058823529,36,1.8,19,17,16,2,1,4,2,0.25,-0.1,0
0.85,0.842105263157895,1,0.5,0.842105263157895,0.117647058823529,36,1.8,19,17,16,2,1,4,2,0.25,-0.05,0
0.35,0.277777777777778,1,0.236842105263158,0.277777777777778,0.2,38,1.9,18,20,5,4,1,4,2,0.3,-0.45,0
0.6,0.555555555555556,1,0.368421052631579,0.555555555555556,0.2,38,1.9,18,20,10,4,1,4,2,0.3,-0.4,0
0.75,0.722222222222222,1,0.447368421052632,0.722222222222222,0.2,38,1.9,18,20,13,4,1,4,2,0.3,-0.35,0
0.7,0.722222222222222,0.5,0.394736842105263,0.722222222222222,0.1,38,1.9,18,20,13,2,1,4,2,0.3,-0.3,0
0.8,0.833333333333333,0.5,0.447368421052632,0.833333333333333,0.1,38,1.9,18,20,15,2,1,4,2,0.3,-0.25,0
0.8,0.833333333333333,0.5,0.447368421052632,0.833333333333333,0.1,38,1.9,18,20,15,2,1,4,2,0.3,-0.2,0
0.8,0.833333333333333,0.5,0.447368421052632,0.833333333333333,0.1,38,1.9,18,20,15,2,1,4,2,0.3,-0.15,0
0.8,0.833333333333333,0.5,0.447368421052632,0.833333333333333,0.1,38,1.9,18,20,15,2,1,4,2,0.3,-0.1,0
0.8,0.833333333333333,0.5,0.447368421052632,0.833333333333333,0.1,38,1.9,18,20,15,2,1,4,2,0.3,-0.05,0
0.45,0.3125,1,0.357142857142857,0.3125,0.384615384615385,42,2.1,16,26,5,10,1,4,2,0.35,-0.45,0
0.7,0.625,1,0.476190476190476,0.625,0.384615384615385,42,2.1,16,26,10,10,1,4,2,0.35,-0.4,0
0.8,0.75,1,0.523809523809524,0.75,0.384615384615385,42,2.1,16,26,12,10,1,4,2,0.35,-0.35,0
0.75,0.75,0.75,0.476190476190476,0.75,0.307692307692308,42,2.1,16,26,12,8,1,4,2,0.35,-0.3,0
0.8,0.875,0.5,0.428571428571429,0.875,0.153846153846154,42,2.1,16,26,14,4,1,4,2,0.35,-0.25,0
0.8,0.875,0.5,0.428571428571429,0.875,0.153846153846154,42,2.1,16,26,14,4,1,4,2,0.35,-0.2,0
0.8,0.875,0.5,0.428571428571429,0.875,0.153846153846154,42,2.1,16,26,14,4,1,4,2,0.35,-0.15,0
0.8,0.875,0.5,0.428571428571429,0.875,0.153846153846154,42,2.1,16,26,14,4,1,4,2,0.35,-0.1,0
0.8,0.875,0.5,0.428571428571429,0.875,0.153846153846154,42,2.1,16,26,14,4,1,4,2,0.35,-0.05,0
0.6,0.384615384615385,1,0.5,0.384615384615385,0.540540540540541,50,2.5,13,37,5,20,1,4,2,0.4,-0.45,0
0.75,0.692307692307692,0.857142857142857,0.5,0.692307692307692,0.432432432432432,50,2.5,13,37,9,16,1,4,2,0.4,-0.4,0
0.75,0.769230769230769,0.714285714285714,0.46,0.769230769230769,0.351351351351351,50,2.5,13,37,10,13,1,4,2,0.4,-0.35,0
0.7,0.769230769230769,0.571428571428571,0.42,0.769230769230769,0.297297297297297,50,2.5,13,37,10,11,1,4,2,0.4,-0.3,0
0.7,0.846153846153846,0.428571428571429,0.36,0.846153846153846,0.189189189189189,50,2.5,13,37,11,7,1,4,2,0.4,-0.25,0
0.7,0.846153846153846,0.428571428571429,0.36,0.846153846153846,0.189189189189189,50,2.5,13,37,11,7,1,4,2,0.4,-0.2,0
0.7,0.846153846153846,0.428571428571429,0.36,0.846153846153846,0.189189189189189,50,2.5,13,37,11,7,1,4,2,0.4,-0.15,0
0.65,0.846153846153846,0.285714285714286,0.3,0.846153846153846,0.108108108108108,50,2.5,13,37,11,4,1,4,2,0.4,-0.1,0
0.65,0.846153846153846,0.285714285714286,0.3,0.846153846153846,0.108108108108108,50,2.5,13,37,11,4,1,4,2,0.4,-0.05,0
0.75,0.333333333333333,0.928571428571429,0.721311475409836,0.333333333333333,0.763636363636364,61,3.05,6,55,2,42,1,4,2,0.45,-0.45,0
0.65,0.666666666666667,0.642857142857143,0.459016393442623,0.666666666666667,0.436363636363636,61,3.05,6,55,4,24,1,4,2,0.45,-0.4,0
0.55,0.666666666666667,0.5,0.360655737704918,0.666666666666667,0.327272727272727,61,3.05,6,55,4,18,1,4,2,0.45,-0.35,0
0.5,0.666666666666667,0.428571428571429,0.327868852459016,0.666666666666667,0.290909090909091,61,3.05,6,55,4,16,1,4,2,0.45,-0.3,0
0.5,0.833333333333333,0.357142857142857,0.278688524590164,0.833333333333333,0.218181818181818,61,3.05,6,55,5,12,1,4,2,0.45,-0.25,0
0.5,0.833333333333333,0.357142857142857,0.278688524590164,0.833333333333333,0.218181818181818,61,3.05,6,55,5,12,1,4,2,0.45,-0.2,0
0.5,0.833333333333333,0.357142857142857,0.278688524590164,0.833333333333333,0.218181818181818,61,3.05,6,55,5,12,1,4,2,0.45,-0.15,0
0.4,0.833333333333333,0.214285714285714,0.19672131147541,0.833333333333333,0.127272727272727,61,3.05,6,55,5,7,1,4,2,0.45,-0.1,0
0.4,0.833333333333333,0.214285714285714,0.19672131147541,0.833333333333333,0.127272727272727,61,3.05,6,55,5,7,1,4,2,0.45,-0.05,0
0.3,0.263157894736842,1,0.212121212121212,0.263157894736842,0.142857142857143,33,1.65,19,14,5,2,1,4,2.5,0.05,-0.45,0
0.5,0.473684210526316,1,0.333333333333333,0.473684210526316,0.142857142857143,33,1.65,19,14,9,2,1,4,2.5,0.05,-0.4,0
0.5,0.473684210526316,1,0.333333333333333,0.473684210526316,0.142857142857143,33,1.65,19,14,9,2,1,4,2.5,0.05,-0.35,0
0.55,0.526315789473684,1,0.363636363636364,0.526315789473684,0.142857142857143,33,1.65,19,14,10,2,1,4,2.5,0.05,-0.3,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2.5,0.05,-0.25,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2.5,0.05,-0.2,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2.5,0.05,-0.15,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2.5,0.05,-0.1,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2.5,0.05,-0.05,0
0.3,0.263157894736842,1,0.212121212121212,0.263157894736842,0.142857142857143,33,1.65,19,14,5,2,1,4,2.5,0.1,-0.45,0
0.5,0.473684210526316,1,0.333333333333333,0.473684210526316,0.142857142857143,33,1.65,19,14,9,2,1,4,2.5,0.1,-0.4,0
0.5,0.473684210526316,1,0.333333333333333,0.473684210526316,0.142857142857143,33,1.65,19,14,9,2,1,4,2.5,0.1,-0.35,0
0.55,0.526315789473684,1,0.363636363636364,0.526315789473684,0.142857142857143,33,1.65,19,14,10,2,1,4,2.5,0.1,-0.3,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2.5,0.1,-0.25,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2.5,0.1,-0.2,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2.5,0.1,-0.15,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2.5,0.1,-0.1,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2.5,0.1,-0.05,0
0.3,0.263157894736842,1,0.212121212121212,0.263157894736842,0.142857142857143,33,1.65,19,14,5,2,1,4,2.5,0.15,-0.45,0
0.5,0.473684210526316,1,0.333333333333333,0.473684210526316,0.142857142857143,33,1.65,19,14,9,2,1,4,2.5,0.15,-0.4,0
0.5,0.473684210526316,1,0.333333333333333,0.473684210526316,0.142857142857143,33,1.65,19,14,9,2,1,4,2.5,0.15,-0.35,0
0.55,0.526315789473684,1,0.363636363636364,0.526315789473684,0.142857142857143,33,1.65,19,14,10,2,1,4,2.5,0.15,-0.3,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2.5,0.15,-0.25,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2.5,0.15,-0.2,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2.5,0.15,-0.15,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2.5,0.15,-0.1,0
0.7,0.684210526315789,1,0.454545454545455,0.684210526315789,0.142857142857143,33,1.65,19,14,13,2,1,4,2.5,0.15,-0.05,0
0.3,0.263157894736842,1,0.2,0.263157894736842,0.125,35,1.75,19,16,5,2,1,4,2.5,0.2,-0.45,0
0.5,0.473684210526316,1,0.314285714285714,0.473684210526316,0.125,35,1.75,19,16,9,2,1,4,2.5,0.2,-0.4,0
0.5,0.473684210526316,1,0.314285714285714,0.473684210526316,0.125,35,1.75,19,16,9,2,1,4,2.5,0.2,-0.35,0
0.55,0.526315789473684,1,0.342857142857143,0.526315789473684,0.125,35,1.75,19,16,10,2,1,4,2.5,0.2,-0.3,0
0.7,0.684210526315789,1,0.428571428571429,0.684210526315789,0.125,35,1.75,19,16,13,2,1,4,2.5,0.2,-0.25,0
0.7,0.684210526315789,1,0.428571428571429,0.684210526315789,0.125,35,1.75,19,16,13,2,1,4,2.5,0.2,-0.2,0
0.7,0.684210526315789,1,0.428571428571429,0.684210526315789,0.125,35,1.75,19,16,13,2,1,4,2.5,0.2,-0.15,0
0.7,0.684210526315789,1,0.428571428571429,0.684210526315789,0.125,35,1.75,19,16,13,2,1,4,2.5,0.2,-0.1,0
0.7,0.684210526315789,1,0.428571428571429,0.684210526315789,0.125,35,1.75,19,16,13,2,1,4,2.5,0.2,-0.05,0
0.3,0.263157894736842,1,0.194444444444444,0.263157894736842,0.117647058823529,36,1.8,19,17,5,2,1,4,2.5,0.25,-0.45,0
0.5,0.473684210526316,1,0.305555555555556,0.473684210526316,0.117647058823529,36,1.8,19,17,9,2,1,4,2.5,0.25,-0.4,0
0.5,0.473684210526316,1,0.305555555555556,0.473684210526316,0.117647058823529,36,1.8,19,17,9,2,1,4,2.5,0.25,-0.35,0
0.55,0.526315789473684,1,0.333333333333333,0.526315789473684,0.117647058823529,36,1.8,19,17,10,2,1,4,2.5,0.25,-0.3,0
0.7,0.684210526315789,1,0.416666666666667,0.684210526315789,0.117647058823529,36,1.8,19,17,13,2,1,4,2.5,0.25,-0.25,0
0.7,0.684210526315789,1,0.416666666666667,0.684210526315789,0.117647058823529,36,1.8,19,17,13,2,1,4,2.5,0.25,-0.2,0
0.7,0.684210526315789,1,0.416666666666667,0.684210526315789,0.117647058823529,36,1.8,19,17,13,2,1,4,2.5,0.25,-0.15,0
0.7,0.684210526315789,1,0.416666666666667,0.684210526315789,0.117647058823529,36,1.8,19,17,13,2,1,4,2.5,0.25,-0.1,0
0.7,0.684210526315789,1,0.416666666666667,0.684210526315789,0.117647058823529,36,1.8,19,17,13,2,1,4,2.5,0.25,-0.05,0
0.35,0.277777777777778,1,0.236842105263158,0.277777777777778,0.2,38,1.9,18,20,5,4,1,4,2.5,0.3,-0.45,0
0.55,0.5,1,0.342105263157895,0.5,0.2,38,1.9,18,20,9,4,1,4,2.5,0.3,-0.4,0
0.55,0.5,1,0.342105263157895,0.5,0.2,38,1.9,18,20,9,4,1,4,2.5,0.3,-0.35,0
0.6,0.555555555555556,1,0.368421052631579,0.555555555555556,0.2,38,1.9,18,20,10,4,1,4,2.5,0.3,-0.3,0
0.75,0.722222222222222,1,0.447368421052632,0.722222222222222,0.2,38,1.9,18,20,13,4,1,4,2.5,0.3,-0.25,0
0.75,0.722222222222222,1,0.447368421052632,0.722222222222222,0.2,38,1.9,18,20,13,4,1,4,2.5,0.3,-0.2,0
0.75,0.722222222222222,1,0.447368421052632,0.722222222222222,0.2,38,1.9,18,20,13,4,1,4,2.5,0.3,-0.15,0
0.75,0.722222222222222,1,0.447368421052632,0.722222222222222,0.2,38,1.9,18,20,13,4,1,4,2.5,0.3,-0.1,0
0.75,0.722222222222222,1,0.447368421052632,0.722222222222222,0.2,38,1.9,18,20,13,4,1,4,2.5,0.3,-0.05,0
0.45,0.3125,1,0.357142857142857,0.3125,0.384615384615385,42,2.1,16,26,5,10,1,4,2.5,0.35,-0.45,0
0.65,0.5625,1,0.452380952380952,0.5625,0.384615384615385,42,2.1,16,26,9,10,1,4,2.5,0.35,-0.4,0
0.65,0.5625,1,0.452380952380952,0.5625,0.384615384615385,42,2.1,16,26,9,10,1,4,2.5,0.35,-0.35,0
0.7,0.625,1,0.476190476190476,0.625,0.384615384615385,42,2.1,16,26,10,10,1,4,2.5,0.35,-0.3,0
0.75,0.75,0.75,0.428571428571429,0.75,0.230769230769231,42,2.1,16,26,12,6,1,4,2.5,0.35,-0.25,0
0.75,0.75,0.75,0.428571428571429,0.75,0.230769230769231,42,2.1,16,26,12,6,1,4,2.5,0.35,-0.2,0
0.75,0.75,0.75,0.428571428571429,0.75,0.230769230769231,42,2.1,16,26,12,6,1,4,2.5,0.35,-0.15,0
0.75,0.75,0.75,0.428571428571429,0.75,0.230769230769231,42,2.1,16,26,12,6,1,4,2.5,0.35,-0.1,0
0.75,0.75,0.75,0.428571428571429,0.75,0.230769230769231,42,2.1,16,26,12,6,1,4,2.5,0.35,-0.05,0
0.6,0.384615384615385,1,0.5,0.384615384615385,0.540540540540541,50,2.5,13,37,5,20,1,4,2.5,0.4,-0.45,0
0.7,0.615384615384615,0.857142857142857,0.48,0.615384615384615,0.432432432432432,50,2.5,13,37,8,16,1,4,2.5,0.4,-0.4,0
0.7,0.615384615384615,0.857142857142857,0.48,0.615384615384615,0.432432432432432,50,2.5,13,37,8,16,1,4,2.5,0.4,-0.35,0
0.65,0.615384615384615,0.714285714285714,0.42,0.615384615384615,0.351351351351351,50,2.5,13,37,8,13,1,4,2.5,0.4,-0.3,0
0.65,0.692307692307692,0.571428571428571,0.36,0.692307692307692,0.243243243243243,50,2.5,13,37,9,9,1,4,2.5,0.4,-0.25,0
0.65,0.692307692307692,0.571428571428571,0.36,0.692307692307692,0.243243243243243,50,2.5,13,37,9,9,1,4,2.5,0.4,-0.2,0
0.65,0.692307692307692,0.571428571428571,0.36,0.692307692307692,0.243243243243243,50,2.5,13,37,9,9,1,4,2.5,0.4,-0.15,0
0.6,0.692307692307692,0.428571428571429,0.3,0.692307692307692,0.162162162162162,50,2.5,13,37,9,6,1,4,2.5,0.4,-0.1,0
0.6,0.692307692307692,0.428571428571429,0.3,0.692307692307692,0.162162162162162,50,2.5,13,37,9,6,1,4,2.5,0.4,-0.05,0
0.75,0.333333333333333,0.928571428571429,0.721311475409836,0.333333333333333,0.763636363636364,61,3.05,6,55,2,42,1,4,2.5,0.45,-0.45,0
0.7,0.666666666666667,0.714285714285714,0.524590163934426,0.666666666666667,0.509090909090909,61,3.05,6,55,4,28,1,4,2.5,0.45,-0.4,0
0.7,0.666666666666667,0.714285714285714,0.524590163934426,0.666666666666667,0.509090909090909,61,3.05,6,55,4,28,1,4,2.5,0.45,-0.35,0
0.65,0.666666666666667,0.642857142857143,0.475409836065574,0.666666666666667,0.454545454545455,61,3.05,6,55,4,25,1,4,2.5,0.45,-0.3,0
0.65,0.833333333333333,0.571428571428571,0.426229508196721,0.833333333333333,0.381818181818182,61,3.05,6,55,5,21,1,4,2.5,0.45,-0.25,0
0.65,0.833333333333333,0.571428571428571,0.426229508196721,0.833333333333333,0.381818181818182,61,3.05,6,55,5,21,1,4,2.5,0.45,-0.2,0
0.65,0.833333333333333,0.571428571428571,0.426229508196721,0.833333333333333,0.381818181818182,61,3.05,6,55,5,21,1,4,2.5,0.45,-0.15,0
0.6,0.833333333333333,0.5,0.377049180327869,0.833333333333333,0.327272727272727,61,3.05,6,55,5,18,1,4,2.5,0.45,-0.1,0
0.6,0.833333333333333,0.5,0.377049180327869,0.833333333333333,0.327272727272727,61,3.05,6,55,5,18,1,4,2.5,0.45,-0.05,0
0.25,0.210526315789474,1,0.181818181818182,0.210526315789474,0.142857142857143,33,1.65,19,14,4,2,1,4,3,0.05,-0.45,0
0.4,0.368421052631579,1,0.272727272727273,0.368421052631579,0.142857142857143,33,1.65,19,14,7,2,1,4,3,0.05,-0.4,0
0.45,0.421052631578947,1,0.303030303030303,0.421052631578947,0.142857142857143,33,1.65,19,14,8,2,1,4,3,0.05,-0.35,0
0.5,0.473684210526316,1,0.333333333333333,0.473684210526316,0.142857142857143,33,1.65,19,14,9,2,1,4,3,0.05,-0.3,0
0.55,0.526315789473684,1,0.363636363636364,0.526315789473684,0.142857142857143,33,1.65,19,14,10,2,1,4,3,0.05,-0.25,0
0.6,0.578947368421053,1,0.393939393939394,0.578947368421053,0.142857142857143,33,1.65,19,14,11,2,1,4,3,0.05,-0.2,0
0.6,0.578947368421053,1,0.393939393939394,0.578947368421053,0.142857142857143,33,1.65,19,14,11,2,1,4,3,0.05,-0.15,0
0.6,0.578947368421053,1,0.393939393939394,0.578947368421053,0.142857142857143,33,1.65,19,14,11,2,1,4,3,0.05,-0.1,0
0.6,0.578947368421053,1,0.393939393939394,0.578947368421053,0.142857142857143,33,1.65,19,14,11,2,1,4,3,0.05,-0.05,0
0.25,0.210526315789474,1,0.181818181818182,0.210526315789474,0.142857142857143,33,1.65,19,14,4,2,1,4,3,0.1,-0.45,0
0.4,0.368421052631579,1,0.272727272727273,0.368421052631579,0.142857142857143,33,1.65,19,14,7,2,1,4,3,0.1,-0.4,0
0.45,0.421052631578947,1,0.303030303030303,0.421052631578947,0.142857142857143,33,1.65,19,14,8,2,1,4,3,0.1,-0.35,0
0.5,0.473684210526316,1,0.333333333333333,0.473684210526316,0.142857142857143,33,1.65,19,14,9,2,1,4,3,0.1,-0.3,0
0.55,0.526315789473684,1,0.363636363636364,0.526315789473684,0.142857142857143,33,1.65,19,14,10,2,1,4,3,0.1,-0.25,0
0.6,0.578947368421053,1,0.393939393939394,0.578947368421053,0.142857142857143,33,1.65,19,14,11,2,1,4,3,0.1,-0.2,0
0.6,0.578947368421053,1,0.393939393939394,0.578947368421053,0.142857142857143,33,1.65,19,14,11,2,1,4,3,0.1,-0.15,0
0.6,0.578947368421053,1,0.393939393939394,0.578947368421053,0.142857142857143,33,1.65,19,14,11,2,1,4,3,0.1,-0.1,0
0.6,0.578947368421053,1,0.393939393939394,0.578947368421053,0.142857142857143,33,1.65,19,14,11,2,1,4,3,0.1,-0.05,0
0.25,0.210526315789474,1,0.181818181818182,0.210526315789474,0.142857142857143,33,1.65,19,14,4,2,1,4,3,0.15,-0.45,0
0.4,0.368421052631579,1,0.272727272727273,0.368421052631579,0.142857142857143,33,1.65,19,14,7,2,1,4,3,0.15,-0.4,0
0.45,0.421052631578947,1,0.303030303030303,0.421052631578947,0.142857142857143,33,1.65,19,14,8,2,1,4,3,0.15,-0.35,0
0.5,0.473684210526316,1,0.333333333333333,0.473684210526316,0.142857142857143,33,1.65,19,14,9,2,1,4,3,0.15,-0.3,0
0.55,0.526315789473684,1,0.363636363636364,0.526315789473684,0.142857142857143,33,1.65,19,14,10,2,1,4,3,0.15,-0.25,0
0.6,0.578947368421053,1,0.393939393939394,0.578947368421053,0.142857142857143,33,1.65,19,14,11,2,1,4,3,0.15,-0.2,0
0.6,0.578947368421053,1,0.393939393939394,0.578947368421053,0.142857142857143,33,1.65,19,14,11,2,1,4,3,0.15,-0.15,0
0.6,0.578947368421053,1,0.393939393939394,0.578947368421053,0.142857142857143,33,1.65,19,14,11,2,1,4,3,0.15,-0.1,0
0.6,0.578947368421053,1,0.393939393939394,0.578947368421053,0.142857142857143,33,1.65,19,14,11,2,1,4,3,0.15,-0.05,0
0.25,0.210526315789474,1,0.171428571428571,0.210526315789474,0.125,35,1.75,19,16,4,2,1,4,3,0.2,-0.45,0
0.4,0.368421052631579,1,0.257142857142857,0.368421052631579,0.125,35,1.75,19,16,7,2,1,4,3,0.2,-0.4,0
0.45,0.421052631578947,1,0.285714285714286,0.421052631578947,0.125,35,1.75,19,16,8,2,1,4,3,0.2,-0.35,0
0.5,0.473684210526316,1,0.314285714285714,0.473684210526316,0.125,35,1.75,19,16,9,2,1,4,3,0.2,-0.3,0
0.55,0.526315789473684,1,0.342857142857143,0.526315789473684,0.125,35,1.75,19,16,10,2,1,4,3,0.2,-0.25,0
0.6,0.578947368421053,1,0.371428571428571,0.578947368421053,0.125,35,1.75,19,16,11,2,1,4,3,0.2,-0.2,0
