accuracy_per_full_test,PPV_per_full_test,NPV_per_full_test,accuracy_per_simple_test,PPV_per_simple_test,NPV_per_simple_test,total_simple_test,avg_simple_test_per_full_test,positive_simple,negative_simple,TP_simple,TN_simple,PT_span,PT_max_span,CF_span,PT_angle,CF_angle,drop_out_span
0.6,0.833333333333333,0.5,0.412698412698413,0.833333333333333,0.368421052631579,63,3.15,6,57,5,21,1,4.5,1,0.45,-0.45,0
0.6,0.833333333333333,0.5,0.412698412698413,0.833333333333333,0.368421052631579,63,3.15,6,57,5,21,1,4.5,1,0.45,-0.45,0.5
0.6,0.833333333333333,0.5,0.412698412698413,0.833333333333333,0.368421052631579,63,3.15,6,57,5,21,1,4.5,1,0.45,-0.45,1
0.65,1,0.5,0.428571428571429,1,0.368421052631579,63,3.15,6,57,6,21,1,4.5,1,0.45,-0.45,1.5
0.65,1,0.5,0.428571428571429,1,0.368421052631579,63,3.15,6,57,6,21,1,4.5,1,0.45,-0.45,2
0.65,1,0.5,0.428571428571429,1,0.368421052631579,63,3.15,6,57,6,21,1,4.5,1,0.45,-0.45,2.5
0.65,1,0.5,0.428571428571429,1,0.368421052631579,63,3.15,6,57,6,21,1,4.5,1,0.45,-0.45,3
0.65,0.538461538461538,0.857142857142857,0.480769230769231,0.538461538461538,0.461538461538462,52,2.6,13,39,7,18,1,4.5,1.5,0.4,-0.45,0
0.65,0.538461538461538,0.857142857142857,0.480769230769231,0.538461538461538,0.461538461538462,52,2.6,13,39,7,18,1,4.5,1.5,0.4,-0.45,0.5
0.7,0.615384615384615,0.857142857142857,0.5,0.615384615384615,0.461538461538462,52,2.6,13,39,8,18,1,4.5,1.5,0.4,-0.45,1
0.8,0.769230769230769,0.857142857142857,0.538461538461538,0.769230769230769,0.461538461538462,52,2.6,13,39,10,18,1,4.5,1.5,0.4,-0.45,1.5
0.8,0.769230769230769,0.857142857142857,0.538461538461538,0.769230769230769,0.461538461538462,52,2.6,13,39,10,18,1,4.5,1.5,0.4,-0.45,2
0.8,0.769230769230769,0.857142857142857,0.538461538461538,0.769230769230769,0.461538461538462,52,2.6,13,39,10,18,1,4.5,1.5,0.4,-0.45,2.5
0.8,0.769230769230769,0.857142857142857,0.538461538461538,0.769230769230769,0.461538461538462,52,2.6,13,39,10,18,1,4.5,1.5,0.4,-0.45,3
0.7,0.5,0.785714285714286,0.650793650793651,0.5,0.666666666666667,63,3.15,6,57,3,38,1,4.5,1.5,0.45,-0.45,0
0.7,0.5,0.785714285714286,0.650793650793651,0.5,0.666666666666667,63,3.15,6,57,3,38,1,4.5,1.5,0.45,-0.45,0.5
0.7,0.5,0.785714285714286,0.650793650793651,0.5,0.666666666666667,63,3.15,6,57,3,38,1,4.5,1.5,0.45,-0.45,1
0.8,0.833333333333333,0.785714285714286,0.682539682539683,0.833333333333333,0.666666666666667,63,3.15,6,57,5,38,1,4.5,1.5,0.45,-0.45,1.5
0.8,0.833333333333333,0.785714285714286,0.682539682539683,0.833333333333333,0.666666666666667,63,3.15,6,57,5,38,1,4.5,1.5,0.45,-0.45,2
0.8,0.833333333333333,0.785714285714286,0.682539682539683,0.833333333333333,0.666666666666667,63,3.15,6,57,5,38,1,4.5,1.5,0.45,-0.45,2.5
0.8,0.833333333333333,0.785714285714286,0.682539682539683,0.833333333333333,0.666666666666667,63,3.15,6,57,5,38,1,4.5,1.5,0.45,-0.45,3
0.85,0.916666666666667,0.75,0.527272727272727,0.916666666666667,0.418604651162791,55,2.75,12,43,11,18,1.5,4.5,0.5,0.4,-0.45,0
0.85,0.916666666666667,0.75,0.527272727272727,0.916666666666667,0.418604651162791,55,2.75,12,43,11,18,1.5,4.5,0.5,0.4,-0.45,0.5
0.85,0.916666666666667,0.75,0.527272727272727,0.916666666666667,0.418604651162791,55,2.75,12,43,11,18,1.5,4.5,0.5,0.4,-0.45,1
0.85,0.916666666666667,0.75,0.527272727272727,0.916666666666667,0.418604651162791,55,2.75,12,43,11,18,1.5,4.5,0.5,0.4,-0.45,1.5
0.85,0.916666666666667,0.75,0.527272727272727,0.916666666666667,0.418604651162791,55,2.75,12,43,11,18,1.5,4.5,0.5,0.4,-0.45,2
0.85,0.916666666666667,0.75,0.527272727272727,0.916666666666667,0.418604651162791,55,2.75,12,43,11,18,1.5,4.5,0.5,0.4,-0.45,2.5
0.85,0.916666666666667,0.75,0.527272727272727,0.916666666666667,0.418604651162791,55,2.75,12,43,11,18,1.5,4.5,0.5,0.4,-0.45,3
0.65,1,0.5,0.415384615384615,1,0.355932203389831,65,3.25,6,59,6,21,1.5,4.5,0.5,0.45,-0.45,0
0.65,1,0.5,0.415384615384615,1,0.355932203389831,65,3.25,6,59,6,21,1.5,4.5,0.5,0.45,-0.45,0.5
0.65,1,0.5,0.415384615384615,1,0.355932203389831,65,3.25,6,59,6,21,1.5,4.5,0.5,0.45,-0.45,1
0.65,1,0.5,0.415384615384615,1,0.355932203389831,65,3.25,6,59,6,21,1.5,4.5,0.5,0.45,-0.45,1.5
0.65,1,0.5,0.415384615384615,1,0.355932203389831,65,3.25,6,59,6,21,1.5,4.5,0.5,0.45,-0.45,2
0.65,1,0.5,0.415384615384615,1,0.355932203389831,65,3.25,6,59,6,21,1.5,4.5,0.5,0.45,-0.45,2.5
0.65,1,0.5,0.415384615384615,1,0.355932203389831,65,3.25,6,59,6,21,1.5,4.5,0.5,0.45,-0.45,3
0.8,0.833333333333333,0.75,0.509090909090909,0.833333333333333,0.418604651162791,55,2.75,12,43,10,18,1.5,4.5,1,0.4,-0.45,0
0.8,0.833333333333333,0.75,0.509090909090909,0.833333333333333,0.418604651162791,55,2.75,12,43,10,18,1.5,4.5,1,0.4,-0.45,0.5
0.8,0.833333333333333,0.75,0.509090909090909,0.833333333333333,0.418604651162791,55,2.75,12,43,10,18,1.5,4.5,1,0.4,-0.45,1
0.85,0.916666666666667,0.75,0.527272727272727,0.916666666666667,0.418604651162791,55,2.75,12,43,11,18,1.5,4.5,1,0.4,-0.45,1.5
0.85,0.916666666666667,0.75,0.527272727272727,0.916666666666667,0.418604651162791,55,2.75,12,43,11,18,1.5,4.5,1,0.4,-0.45,2
0.85,0.916666666666667,0.75,0.527272727272727,0.916666666666667,0.418604651162791,55,2.75,12,43,11,18,1.5,4.5,1,0.4,-0.45,2.5
0.85,0.916666666666667,0.75,0.527272727272727,0.916666666666667,0.418604651162791,55,2.75,12,43,11,18,1.5,4.5,1,0.4,-0.45,3
0.6,0.833333333333333,0.5,0.4,0.833333333333333,0.355932203389831,65,3.25,6,59,5,21,1.5,4.5,1,0.45,-0.45,0
0.6,0.833333333333333,0.5,0.4,0.833333333333333,0.355932203389831,65,3.25,6,59,5,21,1.5,4.5,1,0.45,-0.45,0.5
0.6,0.833333333333333,0.5,0.4,0.833333333333333,0.355932203389831,65,3.25,6,59,5,21,1.5,4.5,1,0.45,-0.45,1
0.65,1,0.5,0.415384615384615,1,0.355932203389831,65,3.25,6,59,6,21,1.5,4.5,1,0.45,-0.45,1.5
0.65,1,0.5,0.415384615384615,1,0.355932203389831,65,3.25,6,59,6,21,1.5,4.5,1,0.45,-0.45,2
0.65,1,0.5,0.415384615384615,1,0.355932203389831,65,3.25,6,59,6,21,1.5,4.5,1,0.45,-0.45,2.5
0.65,1,0.5,0.415384615384615,1,0.355932203389831,65,3.25,6,59,6,21,1.5,4.5,1,0.45,-0.45,3
0.7,0.583333333333333,0.875,0.527272727272727,0.583333333333333,0.511627906976744,55,2.75,12,43,7,22,1.5,4.5,1.5,0.4,-0.45,0
0.7,0.583333333333333,0.875,0.527272727272727,0.583333333333333,0.511627906976744,55,2.75,12,43,7,22,1.5,4.5,1.5,0.4,-0.45,0.5
0.75,0.666666666666667,0.875,0.545454545454545,0.666666666666667,0.511627906976744,55,2.75,12,43,8,22,1.5,4.5,1.5,0.4,-0.45,1
0.85,0.833333333333333,0.875,0.581818181818182,0.833333333333333,0.511627906976744,55,2.75,12,43,10,22,1.5,4.5,1.5,0.4,-0.45,1.5
0.85,0.833333333333333,0.875,0.581818181818182,0.833333333333333,0.511627906976744,55,2.75,12,43,10,22,1.5,4.5,1.5,0.4,-0.45,2
0.85,0.833333333333333,0.875,0.581818181818182,0.833333333333333,0.511627906976744,55,2.75,12,43,10,22,1.5,4.5,1.5,0.4,-0.45,2.5
0.85,0.833333333333333,0.875,0.581818181818182,0.833333333333333,0.511627906976744,55,2.75,12,43,10,22,1.5,4.5,1.5,0.4,-0.45,3
0.7,0.5,0.785714285714286,0.630769230769231,0.5,0.644067796610169,65,3.25,6,59,3,38,1.5,4.5,1.5,0.45,-0.45,0
0.7,0.5,0.785714285714286,0.630769230769231,0.5,0.644067796610169,65,3.25,6,59,3,38,1.5,4.5,1.5,0.45,-0.45,0.5
0.7,0.5,0.785714285714286,0.630769230769231,0.5,0.644067796610169,65,3.25,6,59,3,38,1.5,4.5,1.5,0.45,-0.45,1
0.8,0.833333333333333,0.785714285714286,0.661538461538462,0.833333333333333,0.644067796610169,65,3.25,6,59,5,38,1.5,4.5,1.5,0.45,-0.45,1.5
0.8,0.833333333333333,0.785714285714286,0.661538461538462,0.833333333333333,0.644067796610169,65,3.25,6,59,5,38,1.5,4.5,1.5,0.45,-0.45,2
0.8,0.833333333333333,0.785714285714286,0.661538461538462,0.833333333333333,0.644067796610169,65,3.25,6,59,5,38,1.5,4.5,1.5,0.45,-0.45,2.5
0.8,0.833333333333333,0.785714285714286,0.661538461538462,0.833333333333333,0.644067796610169,65,3.25,6,59,5,38,1.5,4.5,1.5,0.45,-0.45,3
0.8,0.909090909090909,0.666666666666667,0.5,0.909090909090909,0.4,56,2.8,11,45,10,18,2,4.5,0.5,0.4,-0.45,0
0.8,0.909090909090909,0.666666666666667,0.5,0.909090909090909,0.4,56,2.8,11,45,10,18,2,4.5,0.5,0.4,-0.45,0.5
0.8,0.909090909090909,0.666666666666667,0.5,0.909090909090909,0.4,56,2.8,11,45,10,18,2,4.5,0.5,0.4,-0.45,1
0.8,0.909090909090909,0.666666666666667,0.5,0.909090909090909,0.4,56,2.8,11,45,10,18,2,4.5,0.5,0.4,-0.45,1.5
0.8,0.909090909090909,0.666666666666667,0.5,0.909090909090909,0.4,56,2.8,11,45,10,18,2,4.5,0.5,0.4,-0.45,2
0.8,0.909090909090909,0.666666666666667,0.5,0.909090909090909,0.4,56,2.8,11,45,10,18,2,4.5,0.5,0.4,-0.45,2.5
0.8,0.909090909090909,0.666666666666667,0.5,0.909090909090909,0.4,56,2.8,11,45,10,18,2,4.5,0.5,0.4,-0.45,3
0.6,1,0.466666666666667,0.393939393939394,1,0.344262295081967,66,3.3,5,61,5,21,2,4.5,0.5,0.45,-0.45,0
0.6,1,0.466666666666667,0.393939393939394,1,0.344262295081967,66,3.3,5,61,5,21,2,4.5,0.5,0.45,-0.45,0.5
0.6,1,0.466666666666667,0.393939393939394,1,0.344262295081967,66,3.3,5,61,5,21,2,4.5,0.5,0.45,-0.45,1
0.6,1,0.466666666666667,0.393939393939394,1,0.344262295081967,66,3.3,5,61,5,21,2,4.5,0.5,0.45,-0.45,1.5
0.6,1,0.466666666666667,0.393939393939394,1,0.344262295081967,66,3.3,5,61,5,21,2,4.5,0.5,0.45,-0.45,2
0.6,1,0.466666666666667,0.393939393939394,1,0.344262295081967,66,3.3,5,61,5,21,2,4.5,0.5,0.45,-0.45,2.5
0.6,1,0.466666666666667,0.393939393939394,1,0.344262295081967,66,3.3,5,61,5,21,2,4.5,0.5,0.45,-0.45,3
0.8,0.818181818181818,0.777777777777778,0.517857142857143,0.818181818181818,0.444444444444444,56,2.8,11,45,9,20,2,4.5,1,0.4,-0.45,0
0.8,0.818181818181818,0.777777777777778,0.517857142857143,0.818181818181818,0.444444444444444,56,2.8,11,45,9,20,2,4.5,1,0.4,-0.45,0.5
0.8,0.818181818181818,0.777777777777778,0.517857142857143,0.818181818181818,0.444444444444444,56,2.8,11,45,9,20,2,4.5,1,0.4,-0.45,1
0.85,0.909090909090909,0.777777777777778,0.535714285714286,0.909090909090909,0.444444444444444,56,2.8,11,45,10,20,2,4.5,1,0.4,-0.45,1.5
0.85,0.909090909090909,0.777777777777778,0.535714285714286,0.909090909090909,0.444444444444444,56,2.8,11,45,10,20,2,4.5,1,0.4,-0.45,2
0.85,0.909090909090909,0.777777777777778,0.535714285714286,0.909090909090909,0.444444444444444,56,2.8,11,45,10,20,2,4.5,1,0.4,-0.45,2.5
0.85,0.909090909090909,0.777777777777778,0.535714285714286,0.909090909090909,0.444444444444444,56,2.8,11,45,10,20,2,4.5,1,0.4,-0.45,3
0.6,0.8,0.533333333333333,0.409090909090909,0.8,0.377049180327869,66,3.3,5,61,4,23,2,4.5,1,0.45,-0.45,0
0.6,0.8,0.533333333333333,0.409090909090909,0.8,0.377049180327869,66,3.3,5,61,4,23,2,4.5,1,0.45,-0.45,0.5
0.6,0.8,0.533333333333333,0.409090909090909,0.8,0.377049180327869,66,3.3,5,61,4,23,2,4.5,1,0.45,-0.45,1
0.65,1,0.533333333333333,0.424242424242424,1,0.377049180327869,66,3.3,5,61,5,23,2,4.5,1,0.45,-0.45,1.5
0.65,1,0.533333333333333,0.424242424242424,1,0.377049180327869,66,3.3,5,61,5,23,2,4.5,1,0.45,-0.45,2
0.65,1,0.533333333333333,0.424242424242424,1,0.377049180327869,66,3.3,5,61,5,23,2,4.5,1,0.45,-0.45,2.5
0.65,1,0.533333333333333,0.424242424242424,1,0.377049180327869,66,3.3,5,61,5,23,2,4.5,1,0.45,-0.45,3
0.7,0.545454545454545,0.888888888888889,0.535714285714286,0.545454545454545,0.533333333333333,56,2.8,11,45,6,24,2,4.5,1.5,0.4,-0.45,0
0.7,0.545454545454545,0.888888888888889,0.535714285714286,0.545454545454545,0.533333333333333,56,2.8,11,45,6,24,2,4.5,1.5,0.4,-0.45,0.5
0.75,0.636363636363636,0.888888888888889,0.553571428571429,0.636363636363636,0.533333333333333,56,2.8,11,45,7,24,2,4.5,1.5,0.4,-0.45,1
0.85,0.818181818181818,0.888888888888889,0.589285714285714,0.818181818181818,0.533333333333333,56,2.8,11,45,9,24,2,4.5,1.5,0.4,-0.45,1.5
0.85,0.818181818181818,0.888888888888889,0.589285714285714,0.818181818181818,0.533333333333333,56,2.8,11,45,9,24,2,4.5,1.5,0.4,-0.45,2
0.85,0.818181818181818,0.888888888888889,0.589285714285714,0.818181818181818,0.533333333333333,56,2.8,11,45,9,24,2,4.5,1.5,0.4,-0.45,2.5
0.85,0.818181818181818,0.888888888888889,0.589285714285714,0.818181818181818,0.533333333333333,56,2.8,11,45,9,24,2,4.5,1.5,0.4,-0.45,3
0.7,0.4,0.8,0.636363636363636,0.4,0.655737704918033,66,3.3,5,61,2,40,2,4.5,1.5,0.45,-0.45,0
0.7,0.4,0.8,0.636363636363636,0.4,0.655737704918033,66,3.3,5,61,2,40,2,4.5,1.5,0.45,-0.45,0.5
0.7,0.4,0.8,0.636363636363636,0.4,0.655737704918033,66,3.3,5,61,2,40,2,4.5,1.5,0.45,-0.45,1
0.8,0.8,0.8,0.666666666666667,0.8,0.655737704918033,66,3.3,5,61,4,40,2,4.5,1.5,0.45,-0.45,1.5
0.8,0.8,0.8,0.666666666666667,0.8,0.655737704918033,66,3.3,5,61,4,40,2,4.5,1.5,0.45,-0.45,2
0.8,0.8,0.8,0.666666666666667,0.8,0.655737704918033,66,3.3,5,61,4,40,2,4.5,1.5,0.45,-0.45,2.5
0.8,0.8,0.8,0.666666666666667,0.8,0.655737704918033,66,3.3,5,61,4,40,2,4.5,1.5,0.45,-0.45,3
